,execution_time,execution_time_stdev,row_id:
0,0.3650945,0.0103776943513,2
1,0.1947071,0.0126662902063,4
2,0.1396673,0.0126250411488,6
3,0.10951275,0.0114038061579,8
4,0.0932016,0.0115043545469,10
5,0.0810363,0.0148805839707,12
6,0.07114035,0.0122971785393,14
7,0.0708398,0.0120647151089,16
